# Pipeline      : P4 — Career + O*NET → LLM → TF-IDF
# Query         : LLM profile using Career + O*NET as context
# LLM prompt    : O*NET as context — LLM expands with career knowledge
# Retrieval     : TF-IDF cosine similarity
# Domain filter : None
# LLM model     : claude-haiku-4-5-20251001
# Students      : cs_students_excluded_careers.csv
# Total recs    : 1310
# Students cov  : 131
# Careers cov   : 18
#
student_id,student_name,future_career,interested_domain,rank,course,rating,rating_norm,level,skills,sim_score,final_score
6,Laura Lee,Machine Learning Engineer,Machine Learning,6,Applied Machine Learning in Python,4.5,0.9,Advanced,Python Programming  Algorithms  Computer Programming  Scikit-Learn  Regression  Human Learning  analysis  Machine Learning  Machine Learning Algorithms  Applied Machine Learning data-science data-analysis,0.2351,0.2116
6,Laura Lee,Machine Learning Engineer,Machine Learning,7,Natural Language Processing in TensorFlow,4.5,0.9,Beginner,Natural Language Processing  natural language generation  natural language  Keras  recurrent neural network  Long Short-Term Memory  generation  Artificial Neural Networks  Tensorflow  language data-science machine-learning,0.2212,0.1991
6,Laura Lee,Machine Learning Engineer,Machine Learning,8,Deep Neural Networks with PyTorch,4.3,0.86,Beginner,Deep Learning  Gradient  stochastic  Convolutional Neural Network  PyTorch  Python Programming  Artificial Neural Networks  Human Learning  gradient descent  Machine Learning data-science machine-learning,0.2295,0.1974
6,Laura Lee,Machine Learning Engineer,Machine Learning,9,Basic Data Processing and Visualization,4.2,0.84,Advanced,software  jpeg  Outlier  Python Programming  Data Visualization  Numpy  predictive analytics  Big Data  python libraries  json data-science data-analysis,0.2249,0.1889
6,Laura Lee,Machine Learning Engineer,Machine Learning,10,Introduction to TensorFlow,4.3,0.86,Advanced,Cloud Platforms  Estimator  application programming interfaces  Cloud Computing  modeling  Google Cloud Platform  Tensorflow  Training  Machine Learning  Human Learning data-science machine-learning,0.2187,0.1881
7,William Johnson,Database Administrator,Database Management,1,Database Management Essentials,4.5,0.9,Advanced,relational database  SQL  modeling  Database Design  Databases  Leadership and Management  Data Model  entity relationship model  mysql  database normalization computer-science software-development,0.2817,0.2535
7,William Johnson,Database Administrator,Database Management,2,Database Design with SQL Server Management Studio (SSMS),4.5,0.9,Beginner,relational database  sql server management studio  display devices  Leadership and Management  syntax  project  Databases  microsoft sql server  SQL  sql injection computer-science software-development,0.2652,0.2387
7,William Johnson,Database Administrator,Database Management,3,Intermediate Relational Database and SQL,4.4,0.88,Advanced,relational database management system  mysql  relational database  SQL  oracle sql developer  Data Science  Databases  unique key  project  SQL Server computer-science software-development,0.268,0.2358
7,William Johnson,Database Administrator,Database Management,4,Create a Database with the Modeling Tool in MySQL Workbench,4.7,0.94,Intermediate,Databases  java annotation  integrated development environments  mysql  database management systems  user interface  mysql workbench  table (database)  relational database  Database Design information-technology data-management,0.2361,0.2219
7,William Johnson,Database Administrator,Database Management,5,"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",4.8,0.96,Advanced,Leadership and Management  Risk  Computer Security Incident Management  business continuity  risk assessment  incident management  incremental backup  security information and event management  differential backup  security information-technology security,0.2309,0.2217
7,William Johnson,Database Administrator,Database Management,6,Retrieve Data using Single-Table SQL Queries,4.6,0.92,Beginner,Data Analysis  select (sql)  database management systems  online shopping  table (database)  data retrieval  Databases  web page  numbers (spreadsheet)  SQL information-technology data-management,0.2321,0.2135
7,William Johnson,Database Administrator,Database Management,7,Querying Databases Using SQL SELECT statement,4.6,0.92,Advanced,information retrieval  select (sql)  mysql  ascendency  Databases  SQL  modulo operation  ternary conditional operator  join (sql)  null coalescing operator data-science data-analysis,0.2216,0.2039
7,William Johnson,Database Administrator,Database Management,8,Beginning SQL Server,4.5,0.9,Beginner,backup  sql server management studio  microsoft sql server  project  table (database)  SQL Server  SQL  Leadership and Management  Databases  Switches information-technology data-management,0.2233,0.201
7,William Johnson,Database Administrator,Database Management,9,Introduction to Relational Database and SQL,4.5,0.9,Beginner,mysql workbench  mysql  Leadership and Management  sorting  oracle database  Databases  SQL  relational database management system  relational database  associative entity computer-science software-development,0.2216,0.1994
7,William Johnson,Database Administrator,Database Management,10,Create a Python Application using MySQL,4.4,0.88,Beginner,relational database  Python Programming  vpython  Computer Programming  SQL  object-oriented programming  project  mysql  Web Development  Databases computer-science software-development,0.2249,0.1979
8,Sarah Miller,Cloud Solutions Architect,Cloud Computing,1,Essential Google Cloud Infrastructure: Foundation,4.7,0.94,Conversant,Cloud Infrastructure  private network  virtual machine  Cloud Storage  Cloud Computing  virtual private networks  Network Architecture  Cloud Platforms  architecture  Google Cloud Platform information-technology cloud-computing,0.3097,0.2911
8,Sarah Miller,Cloud Solutions Architect,Cloud Computing,2,Elastic Google Cloud Infrastructure: Scaling and Automation,4.7,0.94,Beginner,Cloud Platforms  virtual private networks  Google Cloud Platform  Cloud Computing  load balancing  build automation  deployment environment  Cloud Infrastructure  managed services  Leadership and Management information-technology cloud-computing,0.301,0.2829
8,Sarah Miller,Cloud Solutions Architect,Cloud Computing,3,Reliable Google Cloud Infrastructure: Design and Process,4.7,0.94,Beginner,Google Cloud Platform  Cloud Platforms  Cloud Computing  process  security  Cloud Infrastructure  deployment environment  site reliability engineering  architecture  reliability engineering information-technology cloud-computing,0.2994,0.2814
8,Sarah Miller,Cloud Solutions Architect,Cloud Computing,4,Internet of Things V2: Setting up and Using Cloud Services,4.7,0.94,Advanced,project  Cloud Computing  interfaces  internet of things  Communication  modeling  application programming interfaces  linux on embedded systems  internet  web physical-science-and-engineering electrical-engineering,0.2845,0.2674
8,Sarah Miller,Cloud Solutions Architect,Cloud Computing,5,Networking in Google Cloud: Hybrid Connectivity and Network Management,4.8,0.96,Conversant,Cloud Platforms  Google Cloud Platform  Cloud Computing  network service  Planning  network management  network planning and design  network monitoring  Network Analysis  Leadership and Management information-technology networking,0.2755,0.2645
8,Sarah Miller,Cloud Solutions Architect,Cloud Computing,6,Essential Google Cloud Infrastructure: Core Services,4.7,0.94,Conversant,Leadership and Management  bigquery  Cloud Infrastructure  identity management  Cloud Platforms  Cloud Computing  network monitoring  Google Cloud Platform  Cloud Storage  resource information-technology cloud-computing,0.2808,0.264
8,Sarah Miller,Cloud Solutions Architect,Cloud Computing,7,Google Cloud Fundamentals for Azure Professionals: Core Infrastructure,4.8,0.96,Conversant,Network Infrastructure  data centers  use case  Google Cloud Platform  Databases  Cloud Computing  virtual machine  software  scalability  recursively enumerable set information-technology cloud-computing,0.2745,0.2635
8,Sarah Miller,Cloud Solutions Architect,Cloud Computing,8,Google Cloud Platform Fundamentals: Core Infrastructure,4.7,0.94,Conversant,Google Cloud Platform  Big Data  Cloud Infrastructure  google storage  Cloud Storage  bigquery  Cloud Platforms  Kubernetes  Cloud Computing  Google App Engine information-technology cloud-computing,0.277,0.2604
8,Sarah Miller,Cloud Solutions Architect,Cloud Computing,9,"Introduction to Containers w/ Docker, Kubernetes & OpenShift",4.6,0.92,Advanced,modulo operation  microservices  source code  ternary conditional operator  data clustering algorithms  null coalescing operator  information sensitivity  openshift  streams  control plane information-technology cloud-computing,0.2821,0.2595
8,Sarah Miller,Cloud Solutions Architect,Cloud Computing,10,Azure Infrastructure Fundamentals,4.2,0.84,Advanced,Microsoft Azure  Machine Learning  coroutine  openshift  sap erp  reliability engineering  archimate  BlockChain  windows services  site reliability engineering computer-science computer-security-and-networks,0.278,0.2335
11,Andrew Hall,NLP Research Scientist,Artificial Intelligence,1,Sequence Models,4.8,0.96,Conversant,recurrent neural network  Long Short-Term Memory  modeling  speech recognition  speech  language  memory  term (time)  Artificial Neural Networks  Natural Language Processing data-science machine-learning,0.2564,0.2461
11,Andrew Hall,NLP Research Scientist,Artificial Intelligence,2,Transfer Learning for NLP with TensorFlow Hub,4.8,0.96,Beginner,natural language  modeling  statistical classification  Tensorflow  performance  Document Classification  inference  text corpus  Deep Learning  Natural Language Processing data-science machine-learning,0.2543,0.2441
11,Andrew Hall,NLP Research Scientist,Artificial Intelligence,3,Sequence Models for Time Series and Natural Language Processing,4.3,0.86,Intermediate,Word Embedding  Word2vec  Tensorflow  Long Short-Term Memory  modeling  natural language  openfabrics alliance  Natural Language Processing  language  Time Series data-science machine-learning,0.2256,0.194
11,Andrew Hall,NLP Research Scientist,Artificial Intelligence,4,Natural Language Processing with Probabilistic Models,4.7,0.94,Beginner,natural language  Part-Of-Speech Tagging  language  Word Embedding  probability  Word2vec  modeling  n-gram  probabilistic models  Natural Language Processing data-science machine-learning,0.2043,0.192
11,Andrew Hall,NLP Research Scientist,Artificial Intelligence,5,Deep Learning NLP: Training GPT-2 from scratch,4.1,0.82,Beginner,Natural Language Processing  iOS Development  history  speech recognition  Machine Learning  Deep Learning  image processing  use case  Training  Test Set data-science machine-learning,0.2323,0.1905
11,Andrew Hall,NLP Research Scientist,Artificial Intelligence,6,"AI Workflow: Machine Learning, Visual Recognition and NLP",4.6,0.92,Intermediate,Regression  linear model  Machine Learning  multiclass classification  Artificial Neural Networks  Boosting (Machine Learning)  statistical classification  evaluation  Hyperparameter Optimization  Convolutional Neural Network data-science machine-learning,0.2017,0.1856
11,Andrew Hall,NLP Research Scientist,Artificial Intelligence,7,Natural Language Processing with Attention Models,3.4,0.68,Beginner,speech synthesis  language  natural language  attention  Natural Language Processing  Deep Learning  Machine Learning  PyTorch  speech recognition  sentiment analysis data-science machine-learning,0.269,0.1829
11,Andrew Hall,NLP Research Scientist,Artificial Intelligence,8,Natural Language Processing in TensorFlow,4.5,0.9,Beginner,Natural Language Processing  natural language generation  natural language  Keras  recurrent neural network  Long Short-Term Memory  generation  Artificial Neural Networks  Tensorflow  language data-science machine-learning,0.2032,0.1829
11,Andrew Hall,NLP Research Scientist,Artificial Intelligence,9,Natural Language Processing with Sequence Models,4.1,0.82,Beginner,Natural Language Processing  speech recognition  memory  Long Short-Term Memory  language  named-entity recognition  term (time)  natural language  modeling  Deep Learning data-science machine-learning,0.2208,0.1811
11,Andrew Hall,NLP Research Scientist,Artificial Intelligence,10,Natural Language Processing,4.0,0.8,Intermediate,language  modeling  n-gram  named-entity recognition  Deep Learning  Human Learning  Tensorflow  natural language  Word2vec  Natural Language Processing data-science machine-learning,0.209,0.1672
12,David Jones,Web Developer,Web Development,1,Front-End Web UI Frameworks and Tools: Bootstrap 4,4.7,0.94,Intermediate,less (stylesheet language)  jquery  language  bootstrap (front-end framework)  Javascript  sass (stylesheet language)  web  github  Software As A Service  CSS computer-science mobile-and-web-development,0.2787,0.262
12,David Jones,Web Developer,Web Development,2,Web Application Development: Basic Concepts,4.5,0.9,Advanced,active record pattern  ruby on rails  web  Javascript  ajax (programming)  html  middleware  ruby (programming language)  Full-Stack Web Development  web application computer-science mobile-and-web-development,0.2571,0.2314
12,David Jones,Web Developer,Web Development,3,"Responsive Website Basics: Code with HTML, CSS, and JavaScript",4.5,0.9,Intermediate,jquery  web  HTML and CSS  responsive web design  Javascript  Web Development  CSS  Web Design  HTML5  html computer-science mobile-and-web-development,0.2436,0.2192
12,David Jones,Web Developer,Web Development,4,"Programming Foundations with JavaScript, HTML and CSS",4.5,0.9,Beginner,HTML and CSS  web page  Javascript  Web Development  Computer Programming  Web Design  html  HTML5  web  CSS computer-science mobile-and-web-development,0.2383,0.2145
12,David Jones,Web Developer,Web Development,5,AWS Elastic Beanstalk: Build & Deploy a Node.js RESTful API,5.0,1.0,Advanced,representational state transfer  uniform resource locator  Cloud Computing  web application  ordered pair  hypertext transfer protocol  virtual private server  web  application programming interfaces  Switches information-technology cloud-computing,0.2082,0.2082
12,David Jones,Web Developer,Web Development,6,Introduction to Meteor.js Development,4.6,0.92,Advanced,event (computing)  meteor  Javascript  routing  responsive web design  authentication  web  mongodb  observer pattern  html computer-science mobile-and-web-development,0.2125,0.1955
12,David Jones,Web Developer,Web Development,7,Introduction to Web Development,4.6,0.92,Conversant,web  Web Design  HTML5  Web Development  web page  Javascript  CSS  web hosting service  html  Front-End Web Development computer-science mobile-and-web-development,0.2107,0.1938
12,David Jones,Web Developer,Web Development,8,"HTML, CSS, and Javascript for Web Developers",4.7,0.94,Beginner,web  Web Development  ajax (programming)  html  HTML5  bootstrap (front-end framework)  HTML and CSS  CSS  Computer Programming  Javascript computer-science mobile-and-web-development,0.2049,0.1926
12,David Jones,Web Developer,Web Development,9,Build Your First React Website,4.4,0.88,Beginner,web  euler's totient function  Web Development  Databases  recursion  React (web framework)  project  php  Javascript  html computer-science mobile-and-web-development,0.2179,0.1918
12,David Jones,Web Developer,Web Development,10,Powerful Tools for Teaching and Learning: Web 2.0 Tools,4.5,0.9,Conversant,online learning  web 2.0  education  teaching  Human Learning  instructional design  Collaboration  Communication  training and development  web social-sciences education,0.2066,0.1859
