# Pipeline      : P3 Excluded — Career Title → LLM → TF-IDF
# Purpose       : Recommendations for excluded career students
# Note          : Supplementary analysis — not in main comparison
# LLM model     : claude-haiku-4-5-20251001
# Total recs    : 490
# Students cov  : 49
# Careers cov   : 15
#
student_id,student_name,future_career,interested_domain,rank,course,rating,rating_norm,level,skills,sim_score,final_score
10,Olivia Clark,Graphics Programmer,Computer Graphics,1,Advanced App Development in Android Capstone,4.3,0.86,Beginner,euler's totient function  Mobile Development  3d computer graphics  perspective projection  Android Development  table of keyboard shortcuts  interactivity  Computer Programming  Computer Graphics  Virtual Reality computer-science software-development,0.2025,0.1742
10,Olivia Clark,Graphics Programmer,Computer Graphics,2,Interactive Computer Graphics,4.3,0.86,Advanced,texture synthesis  geometric modeling  dynamical simulation  interactivity  robotics  Human Computer Interaction  key frame  sketch-based modeling  computer animation  Computer Graphics computer-science software-development,0.1742,0.1498
10,Olivia Clark,Graphics Programmer,Computer Graphics,3,Introduction to Android graphics,3.5,0.7,Intermediate,Mobile Development  Computer Graphics  2d computer graphics  perspective projection  android studio  opengl  Android Development  Scaling  gimbal lock  three-dimensional graph computer-science mobile-and-web-development,0.2028,0.142
10,Olivia Clark,Graphics Programmer,Computer Graphics,4,Android Graphics with OpenGL ES,4.6,0.92,Intermediate,shading  rendering (computer graphics)  opengl  2d computer graphics  3d computer graphics  r&d management  Computer Graphics  Android Development  three-dimensional graph  Mobile Development computer-science mobile-and-web-development,0.1458,0.1341
10,Olivia Clark,Graphics Programmer,Computer Graphics,5,Introduction to Computer Programming,4.1,0.82,Advanced,c programming  Computer Programming  node.js  c++  interactivity  programming tool  computer program  Javascript  Computer Architecture  Calculus computer-science software-development,0.1439,0.118
10,Olivia Clark,Graphics Programmer,Computer Graphics,6,Light Up Your World in Unity (Introduction to Lighting),4.6,0.92,Advanced,moonlight  visual effects  interactive learning  system f  program evaluation and review technique  project  tostan  icarus project  simulation  meta learning computer-science software-development,0.1281,0.1179
10,Olivia Clark,Graphics Programmer,Computer Graphics,7,"Games, Sensors and Media",4.6,0.92,Advanced,tracking  iOS Development  ordered pair  physics  multi-touch  social network  physics engine  ibeacon  particle system  Swift Programming computer-science software-development,0.1269,0.1167
10,Olivia Clark,Graphics Programmer,Computer Graphics,8,Computer Science: Programming with a Purpose,4.1,0.82,Advanced,Java Programming  openfabrics alliance  virtual terminal  instance variable  Computer Programming  recursion  java (software platform)  modular programming  crt0  abstract data type computer-science software-development,0.1271,0.1042
10,Olivia Clark,Graphics Programmer,Computer Graphics,9,Creative Programming for Digital Media & Mobile Apps,3.6,0.72,Advanced,physics engine  ordered pair  physics  Javascript  java (software platform)  mobile app  creative coding  Computer Programming  porting  game engine computer-science software-development,0.1291,0.093
10,Olivia Clark,Graphics Programmer,Computer Graphics,10,Computational Geometry,3.3,0.66,Advanced,graphs  Computer Graphics  monotone polygon  Geometry  search tree  convex hull  Algorithms  sweep line algorithm  range tree  nielsen ratings computer-science algorithms,0.127,0.0838
13,Elizabeth Williams,Mobile App Developer,Mobile App Development,1,Multiplatform Mobile App Development with React Native,4.3,0.86,Intermediate,React (web framework)  node.js  Mobile Development  Android Development  web  javascript library  mobile app  Javascript  Web Development  Redux computer-science mobile-and-web-development,0.2834,0.2437
13,Elizabeth Williams,Mobile App Developer,Mobile App Development,2,Build a mobile app with Google Sheets on Glide and no coding,4.5,0.9,Beginner,Accounting  blogging  mobile app  page layout  Data Structures  project  dynamic web page  Digital Marketing  personalization  entry point computer-science software-development,0.2595,0.2336
13,Elizabeth Williams,Mobile App Developer,Mobile App Development,3,iOS App Development Basics,4.2,0.84,Intermediate,interfaces  Mobile Development  java annotation  xcode  interface builder  user interface  application programming interfaces  iOS Development  Application Design  Swift Programming computer-science mobile-and-web-development,0.2648,0.2224
13,Elizabeth Williams,Mobile App Developer,Mobile App Development,4,Programming Mobile Applications for Android Handheld Systems: Part 1,4.5,0.9,Intermediate,user interface  software  Computer Programming  lecture  mobile app  Android Development  Mobile Development  Software Engineering  html  android studio computer-science mobile-and-web-development,0.2462,0.2216
13,Elizabeth Williams,Mobile App Developer,Mobile App Development,5,Programming Mobile Applications for Android Handheld Systems: Part 2,4.7,0.94,Advanced,notification area  interaction technique  Android Development  Software Engineering  mobile app  shell (computing)  widget (gui)  php  graphical user interface elements  Databases computer-science mobile-and-web-development,0.2307,0.2169
13,Elizabeth Williams,Mobile App Developer,Mobile App Development,6,Mobile Interaction Design: How to Design Usable Mobile Products and Services,4.5,0.9,Advanced,usability goals  mobile interaction  usability  test plan  interaction design  visual hierarchy  User Research  user interface  cognitive walkthrough  user interface design computer-science design-and-product,0.2397,0.2157
13,Elizabeth Williams,Mobile App Developer,Mobile App Development,7,Multiplatform Mobile App Development with NativeScript,4.3,0.86,Advanced,Angular  mobile app  node.js  Web Development  Android Development  Javascript  Mobile Development  React (web framework)  web  Application Development computer-science mobile-and-web-development,0.2505,0.2154
13,Elizabeth Williams,Mobile App Developer,Mobile App Development,8,Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova,4.4,0.88,Advanced,Android Development  Angular  web  Mobile Development  node.js  Javascript  mobile app  Web Development  ionic (mobile app framework)  iOS Development computer-science mobile-and-web-development,0.2337,0.2057
13,Elizabeth Williams,Mobile App Developer,Mobile App Development,9,Build a Persistent Storage App in Android Studio,4.4,0.88,Beginner,i-deas  radio button  android studio  text box  telephone number  persistence (computer science)  exit (system call)  persistence  Software Engineering  Android Development computer-science mobile-and-web-development,0.2313,0.2035
13,Elizabeth Williams,Mobile App Developer,Mobile App Development,10,App Design and Development for iOS,4.0,0.8,Advanced,interactivity  iOS Development  persistent data structure  Algorithms  Human Computer Interaction  Swift Programming  navigation controls  game design  Application Design  Mobile Development computer-science mobile-and-web-development,0.2464,0.1971
14,Charles Miller,Game Developer,Computer Graphics,1,C# Programming for Unity Game Development Capstone Project,4.6,0.92,Advanced,documents  c sharp (programming language)  integrated development environments  game design  authorization  game programming  video game development  c programming  Computer Programming  implementation of functional programming languages computer-science software-development,0.3224,0.2966
14,Charles Miller,Game Developer,Computer Graphics,2,Introduction to Game Development,4.8,0.96,Beginner,game design  java annotation  Computer Programming  game development tool  user interface  game engine  unity (user interface)  programming tool  interfaces  video game development computer-science software-development,0.3081,0.2958
14,Charles Miller,Game Developer,Computer Graphics,3,Game Development for Modern Platforms,4.8,0.96,Advanced,unreal engine  unity (user interface)  game programming  Computer Programming  game design  level design  user interface  interfaces  Android Development  video game development computer-science software-development,0.3033,0.2912
14,Charles Miller,Game Developer,Computer Graphics,4,Principles of Game Design,4.3,0.86,Advanced,game mechanics  principle  video game design  experience design  User Experience Design  video game development  software design description  game design  game design document  documents computer-science design-and-product,0.3014,0.2592
14,Charles Miller,Game Developer,Computer Graphics,5,Data Structures and Design Patterns for Game Developers,4.5,0.9,Advanced,game programming  linked list  c sharp (programming language)  breadth-first search  object pool pattern  minimax  depth-first search  game design  video game development  ?-recursive function computer-science software-development,0.2704,0.2434
14,Charles Miller,Game Developer,Computer Graphics,6,Create Your First Game with Python,4.5,0.9,Beginner,Python Programming  Computer Programming  euler's totient function  video game development  game programming  display devices  while loop  c programming  c++  pygame computer-science software-development,0.2639,0.2375
14,Charles Miller,Game Developer,Computer Graphics,7,Game Design and Development Capstone,4.7,0.94,Advanced,hopefully  look and feel  playtest  c sharp (programming language)  sed  video game development  game design  Android Development  unreal engine  ordered pair computer-science software-development,0.2502,0.2352
14,Charles Miller,Game Developer,Computer Graphics,8,Current Gen 3D Game Prop Production,4.8,0.96,Advanced,uv mapping  polygon mesh  Map  baking  box modeling  3d modeling  high-resolution scheme  modeling  subdivision surface  low poly arts-and-humanities music-and-art,0.2438,0.234
14,Charles Miller,Game Developer,Computer Graphics,9,Game Design Document: Define the Art & Concepts,4.6,0.92,Advanced,integrated development environments  i-deas  game design document  video game development  game design  game integrated development environment  software design description  art  computer animation  documents arts-and-humanities music-and-art,0.2421,0.2227
14,Charles Miller,Game Developer,Computer Graphics,10,Welcome to Game Theory,4.6,0.92,Advanced,Planning  strategic planning  nash equilibrium  Economics  cooperation  rationality  Mathematics  political science  Game Theory  Strategy social-sciences economics,0.2385,0.2194
20,James Wilson,Mobile App Developer,Mobile App Development,1,Multiplatform Mobile App Development with React Native,4.3,0.86,Intermediate,React (web framework)  node.js  Mobile Development  Android Development  web  javascript library  mobile app  Javascript  Web Development  Redux computer-science mobile-and-web-development,0.2834,0.2437
20,James Wilson,Mobile App Developer,Mobile App Development,2,Build a mobile app with Google Sheets on Glide and no coding,4.5,0.9,Beginner,Accounting  blogging  mobile app  page layout  Data Structures  project  dynamic web page  Digital Marketing  personalization  entry point computer-science software-development,0.2595,0.2336
20,James Wilson,Mobile App Developer,Mobile App Development,3,iOS App Development Basics,4.2,0.84,Intermediate,interfaces  Mobile Development  java annotation  xcode  interface builder  user interface  application programming interfaces  iOS Development  Application Design  Swift Programming computer-science mobile-and-web-development,0.2648,0.2224
20,James Wilson,Mobile App Developer,Mobile App Development,4,Programming Mobile Applications for Android Handheld Systems: Part 1,4.5,0.9,Intermediate,user interface  software  Computer Programming  lecture  mobile app  Android Development  Mobile Development  Software Engineering  html  android studio computer-science mobile-and-web-development,0.2462,0.2216
20,James Wilson,Mobile App Developer,Mobile App Development,5,Programming Mobile Applications for Android Handheld Systems: Part 2,4.7,0.94,Advanced,notification area  interaction technique  Android Development  Software Engineering  mobile app  shell (computing)  widget (gui)  php  graphical user interface elements  Databases computer-science mobile-and-web-development,0.2307,0.2169
20,James Wilson,Mobile App Developer,Mobile App Development,6,Mobile Interaction Design: How to Design Usable Mobile Products and Services,4.5,0.9,Advanced,usability goals  mobile interaction  usability  test plan  interaction design  visual hierarchy  User Research  user interface  cognitive walkthrough  user interface design computer-science design-and-product,0.2397,0.2157
20,James Wilson,Mobile App Developer,Mobile App Development,7,Multiplatform Mobile App Development with NativeScript,4.3,0.86,Advanced,Angular  mobile app  node.js  Web Development  Android Development  Javascript  Mobile Development  React (web framework)  web  Application Development computer-science mobile-and-web-development,0.2505,0.2154
20,James Wilson,Mobile App Developer,Mobile App Development,8,Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova,4.4,0.88,Advanced,Android Development  Angular  web  Mobile Development  node.js  Javascript  mobile app  Web Development  ionic (mobile app framework)  iOS Development computer-science mobile-and-web-development,0.2337,0.2057
20,James Wilson,Mobile App Developer,Mobile App Development,9,Build a Persistent Storage App in Android Studio,4.4,0.88,Beginner,i-deas  radio button  android studio  text box  telephone number  persistence (computer science)  exit (system call)  persistence  Software Engineering  Android Development computer-science mobile-and-web-development,0.2313,0.2035
20,James Wilson,Mobile App Developer,Mobile App Development,10,App Design and Development for iOS,4.0,0.8,Advanced,interactivity  iOS Development  persistent data structure  Algorithms  Human Computer Interaction  Swift Programming  navigation controls  game design  Application Design  Mobile Development computer-science mobile-and-web-development,0.2464,0.1971
21,Olivia Clark,Graphics Programmer,Computer Graphics,1,Advanced App Development in Android Capstone,4.3,0.86,Beginner,euler's totient function  Mobile Development  3d computer graphics  perspective projection  Android Development  table of keyboard shortcuts  interactivity  Computer Programming  Computer Graphics  Virtual Reality computer-science software-development,0.2025,0.1742
21,Olivia Clark,Graphics Programmer,Computer Graphics,2,Interactive Computer Graphics,4.3,0.86,Advanced,texture synthesis  geometric modeling  dynamical simulation  interactivity  robotics  Human Computer Interaction  key frame  sketch-based modeling  computer animation  Computer Graphics computer-science software-development,0.1742,0.1498
21,Olivia Clark,Graphics Programmer,Computer Graphics,3,Introduction to Android graphics,3.5,0.7,Intermediate,Mobile Development  Computer Graphics  2d computer graphics  perspective projection  android studio  opengl  Android Development  Scaling  gimbal lock  three-dimensional graph computer-science mobile-and-web-development,0.2028,0.142
21,Olivia Clark,Graphics Programmer,Computer Graphics,4,Android Graphics with OpenGL ES,4.6,0.92,Intermediate,shading  rendering (computer graphics)  opengl  2d computer graphics  3d computer graphics  r&d management  Computer Graphics  Android Development  three-dimensional graph  Mobile Development computer-science mobile-and-web-development,0.1458,0.1341
21,Olivia Clark,Graphics Programmer,Computer Graphics,5,Introduction to Computer Programming,4.1,0.82,Advanced,c programming  Computer Programming  node.js  c++  interactivity  programming tool  computer program  Javascript  Computer Architecture  Calculus computer-science software-development,0.1439,0.118
21,Olivia Clark,Graphics Programmer,Computer Graphics,6,Light Up Your World in Unity (Introduction to Lighting),4.6,0.92,Advanced,moonlight  visual effects  interactive learning  system f  program evaluation and review technique  project  tostan  icarus project  simulation  meta learning computer-science software-development,0.1281,0.1179
21,Olivia Clark,Graphics Programmer,Computer Graphics,7,"Games, Sensors and Media",4.6,0.92,Advanced,tracking  iOS Development  ordered pair  physics  multi-touch  social network  physics engine  ibeacon  particle system  Swift Programming computer-science software-development,0.1269,0.1167
21,Olivia Clark,Graphics Programmer,Computer Graphics,8,Computer Science: Programming with a Purpose,4.1,0.82,Advanced,Java Programming  openfabrics alliance  virtual terminal  instance variable  Computer Programming  recursion  java (software platform)  modular programming  crt0  abstract data type computer-science software-development,0.1271,0.1042
21,Olivia Clark,Graphics Programmer,Computer Graphics,9,Creative Programming for Digital Media & Mobile Apps,3.6,0.72,Advanced,physics engine  ordered pair  physics  Javascript  java (software platform)  mobile app  creative coding  Computer Programming  porting  game engine computer-science software-development,0.1291,0.093
21,Olivia Clark,Graphics Programmer,Computer Graphics,10,Computational Geometry,3.3,0.66,Advanced,graphs  Computer Graphics  monotone polygon  Geometry  search tree  convex hull  Algorithms  sweep line algorithm  range tree  nielsen ratings computer-science algorithms,0.127,0.0838
24,Elizabeth Williams,Mobile App Developer,Mobile App Development,1,Multiplatform Mobile App Development with React Native,4.3,0.86,Intermediate,React (web framework)  node.js  Mobile Development  Android Development  web  javascript library  mobile app  Javascript  Web Development  Redux computer-science mobile-and-web-development,0.2834,0.2437
24,Elizabeth Williams,Mobile App Developer,Mobile App Development,2,Build a mobile app with Google Sheets on Glide and no coding,4.5,0.9,Beginner,Accounting  blogging  mobile app  page layout  Data Structures  project  dynamic web page  Digital Marketing  personalization  entry point computer-science software-development,0.2595,0.2336
24,Elizabeth Williams,Mobile App Developer,Mobile App Development,3,iOS App Development Basics,4.2,0.84,Intermediate,interfaces  Mobile Development  java annotation  xcode  interface builder  user interface  application programming interfaces  iOS Development  Application Design  Swift Programming computer-science mobile-and-web-development,0.2648,0.2224
24,Elizabeth Williams,Mobile App Developer,Mobile App Development,4,Programming Mobile Applications for Android Handheld Systems: Part 1,4.5,0.9,Intermediate,user interface  software  Computer Programming  lecture  mobile app  Android Development  Mobile Development  Software Engineering  html  android studio computer-science mobile-and-web-development,0.2462,0.2216
24,Elizabeth Williams,Mobile App Developer,Mobile App Development,5,Programming Mobile Applications for Android Handheld Systems: Part 2,4.7,0.94,Advanced,notification area  interaction technique  Android Development  Software Engineering  mobile app  shell (computing)  widget (gui)  php  graphical user interface elements  Databases computer-science mobile-and-web-development,0.2307,0.2169
24,Elizabeth Williams,Mobile App Developer,Mobile App Development,6,Mobile Interaction Design: How to Design Usable Mobile Products and Services,4.5,0.9,Advanced,usability goals  mobile interaction  usability  test plan  interaction design  visual hierarchy  User Research  user interface  cognitive walkthrough  user interface design computer-science design-and-product,0.2397,0.2157
24,Elizabeth Williams,Mobile App Developer,Mobile App Development,7,Multiplatform Mobile App Development with NativeScript,4.3,0.86,Advanced,Angular  mobile app  node.js  Web Development  Android Development  Javascript  Mobile Development  React (web framework)  web  Application Development computer-science mobile-and-web-development,0.2505,0.2154
24,Elizabeth Williams,Mobile App Developer,Mobile App Development,8,Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova,4.4,0.88,Advanced,Android Development  Angular  web  Mobile Development  node.js  Javascript  mobile app  Web Development  ionic (mobile app framework)  iOS Development computer-science mobile-and-web-development,0.2337,0.2057
24,Elizabeth Williams,Mobile App Developer,Mobile App Development,9,Build a Persistent Storage App in Android Studio,4.4,0.88,Beginner,i-deas  radio button  android studio  text box  telephone number  persistence (computer science)  exit (system call)  persistence  Software Engineering  Android Development computer-science mobile-and-web-development,0.2313,0.2035
24,Elizabeth Williams,Mobile App Developer,Mobile App Development,10,App Design and Development for iOS,4.0,0.8,Advanced,interactivity  iOS Development  persistent data structure  Algorithms  Human Computer Interaction  Swift Programming  navigation controls  game design  Application Design  Mobile Development computer-science mobile-and-web-development,0.2464,0.1971
25,Charles Miller,Game Developer,Computer Graphics,1,C# Programming for Unity Game Development Capstone Project,4.6,0.92,Advanced,documents  c sharp (programming language)  integrated development environments  game design  authorization  game programming  video game development  c programming  Computer Programming  implementation of functional programming languages computer-science software-development,0.3224,0.2966
25,Charles Miller,Game Developer,Computer Graphics,2,Introduction to Game Development,4.8,0.96,Beginner,game design  java annotation  Computer Programming  game development tool  user interface  game engine  unity (user interface)  programming tool  interfaces  video game development computer-science software-development,0.3081,0.2958
25,Charles Miller,Game Developer,Computer Graphics,3,Game Development for Modern Platforms,4.8,0.96,Advanced,unreal engine  unity (user interface)  game programming  Computer Programming  game design  level design  user interface  interfaces  Android Development  video game development computer-science software-development,0.3033,0.2912
25,Charles Miller,Game Developer,Computer Graphics,4,Principles of Game Design,4.3,0.86,Advanced,game mechanics  principle  video game design  experience design  User Experience Design  video game development  software design description  game design  game design document  documents computer-science design-and-product,0.3014,0.2592
25,Charles Miller,Game Developer,Computer Graphics,5,Data Structures and Design Patterns for Game Developers,4.5,0.9,Advanced,game programming  linked list  c sharp (programming language)  breadth-first search  object pool pattern  minimax  depth-first search  game design  video game development  ?-recursive function computer-science software-development,0.2704,0.2434
25,Charles Miller,Game Developer,Computer Graphics,6,Create Your First Game with Python,4.5,0.9,Beginner,Python Programming  Computer Programming  euler's totient function  video game development  game programming  display devices  while loop  c programming  c++  pygame computer-science software-development,0.2639,0.2375
25,Charles Miller,Game Developer,Computer Graphics,7,Game Design and Development Capstone,4.7,0.94,Advanced,hopefully  look and feel  playtest  c sharp (programming language)  sed  video game development  game design  Android Development  unreal engine  ordered pair computer-science software-development,0.2502,0.2352
25,Charles Miller,Game Developer,Computer Graphics,8,Current Gen 3D Game Prop Production,4.8,0.96,Advanced,uv mapping  polygon mesh  Map  baking  box modeling  3d modeling  high-resolution scheme  modeling  subdivision surface  low poly arts-and-humanities music-and-art,0.2438,0.234
25,Charles Miller,Game Developer,Computer Graphics,9,Game Design Document: Define the Art & Concepts,4.6,0.92,Advanced,integrated development environments  i-deas  game design document  video game development  game design  game integrated development environment  software design description  art  computer animation  documents arts-and-humanities music-and-art,0.2421,0.2227
25,Charles Miller,Game Developer,Computer Graphics,10,Welcome to Game Theory,4.6,0.92,Advanced,Planning  strategic planning  nash equilibrium  Economics  cooperation  rationality  Mathematics  political science  Game Theory  Strategy social-sciences economics,0.2385,0.2194
31,James Wilson,Mobile App Developer,Mobile App Development,1,Multiplatform Mobile App Development with React Native,4.3,0.86,Intermediate,React (web framework)  node.js  Mobile Development  Android Development  web  javascript library  mobile app  Javascript  Web Development  Redux computer-science mobile-and-web-development,0.2834,0.2437
31,James Wilson,Mobile App Developer,Mobile App Development,2,Build a mobile app with Google Sheets on Glide and no coding,4.5,0.9,Beginner,Accounting  blogging  mobile app  page layout  Data Structures  project  dynamic web page  Digital Marketing  personalization  entry point computer-science software-development,0.2595,0.2336
31,James Wilson,Mobile App Developer,Mobile App Development,3,iOS App Development Basics,4.2,0.84,Intermediate,interfaces  Mobile Development  java annotation  xcode  interface builder  user interface  application programming interfaces  iOS Development  Application Design  Swift Programming computer-science mobile-and-web-development,0.2648,0.2224
31,James Wilson,Mobile App Developer,Mobile App Development,4,Programming Mobile Applications for Android Handheld Systems: Part 1,4.5,0.9,Intermediate,user interface  software  Computer Programming  lecture  mobile app  Android Development  Mobile Development  Software Engineering  html  android studio computer-science mobile-and-web-development,0.2462,0.2216
31,James Wilson,Mobile App Developer,Mobile App Development,5,Programming Mobile Applications for Android Handheld Systems: Part 2,4.7,0.94,Advanced,notification area  interaction technique  Android Development  Software Engineering  mobile app  shell (computing)  widget (gui)  php  graphical user interface elements  Databases computer-science mobile-and-web-development,0.2307,0.2169
31,James Wilson,Mobile App Developer,Mobile App Development,6,Mobile Interaction Design: How to Design Usable Mobile Products and Services,4.5,0.9,Advanced,usability goals  mobile interaction  usability  test plan  interaction design  visual hierarchy  User Research  user interface  cognitive walkthrough  user interface design computer-science design-and-product,0.2397,0.2157
31,James Wilson,Mobile App Developer,Mobile App Development,7,Multiplatform Mobile App Development with NativeScript,4.3,0.86,Advanced,Angular  mobile app  node.js  Web Development  Android Development  Javascript  Mobile Development  React (web framework)  web  Application Development computer-science mobile-and-web-development,0.2505,0.2154
31,James Wilson,Mobile App Developer,Mobile App Development,8,Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova,4.4,0.88,Advanced,Android Development  Angular  web  Mobile Development  node.js  Javascript  mobile app  Web Development  ionic (mobile app framework)  iOS Development computer-science mobile-and-web-development,0.2337,0.2057
31,James Wilson,Mobile App Developer,Mobile App Development,9,Build a Persistent Storage App in Android Studio,4.4,0.88,Beginner,i-deas  radio button  android studio  text box  telephone number  persistence (computer science)  exit (system call)  persistence  Software Engineering  Android Development computer-science mobile-and-web-development,0.2313,0.2035
31,James Wilson,Mobile App Developer,Mobile App Development,10,App Design and Development for iOS,4.0,0.8,Advanced,interactivity  iOS Development  persistent data structure  Algorithms  Human Computer Interaction  Swift Programming  navigation controls  game design  Application Design  Mobile Development computer-science mobile-and-web-development,0.2464,0.1971
32,Olivia Clark,Graphics Programmer,Computer Graphics,1,Advanced App Development in Android Capstone,4.3,0.86,Beginner,euler's totient function  Mobile Development  3d computer graphics  perspective projection  Android Development  table of keyboard shortcuts  interactivity  Computer Programming  Computer Graphics  Virtual Reality computer-science software-development,0.2025,0.1742
32,Olivia Clark,Graphics Programmer,Computer Graphics,2,Interactive Computer Graphics,4.3,0.86,Advanced,texture synthesis  geometric modeling  dynamical simulation  interactivity  robotics  Human Computer Interaction  key frame  sketch-based modeling  computer animation  Computer Graphics computer-science software-development,0.1742,0.1498
32,Olivia Clark,Graphics Programmer,Computer Graphics,3,Introduction to Android graphics,3.5,0.7,Intermediate,Mobile Development  Computer Graphics  2d computer graphics  perspective projection  android studio  opengl  Android Development  Scaling  gimbal lock  three-dimensional graph computer-science mobile-and-web-development,0.2028,0.142
32,Olivia Clark,Graphics Programmer,Computer Graphics,4,Android Graphics with OpenGL ES,4.6,0.92,Intermediate,shading  rendering (computer graphics)  opengl  2d computer graphics  3d computer graphics  r&d management  Computer Graphics  Android Development  three-dimensional graph  Mobile Development computer-science mobile-and-web-development,0.1458,0.1341
32,Olivia Clark,Graphics Programmer,Computer Graphics,5,Introduction to Computer Programming,4.1,0.82,Advanced,c programming  Computer Programming  node.js  c++  interactivity  programming tool  computer program  Javascript  Computer Architecture  Calculus computer-science software-development,0.1439,0.118
32,Olivia Clark,Graphics Programmer,Computer Graphics,6,Light Up Your World in Unity (Introduction to Lighting),4.6,0.92,Advanced,moonlight  visual effects  interactive learning  system f  program evaluation and review technique  project  tostan  icarus project  simulation  meta learning computer-science software-development,0.1281,0.1179
32,Olivia Clark,Graphics Programmer,Computer Graphics,7,"Games, Sensors and Media",4.6,0.92,Advanced,tracking  iOS Development  ordered pair  physics  multi-touch  social network  physics engine  ibeacon  particle system  Swift Programming computer-science software-development,0.1269,0.1167
32,Olivia Clark,Graphics Programmer,Computer Graphics,8,Computer Science: Programming with a Purpose,4.1,0.82,Advanced,Java Programming  openfabrics alliance  virtual terminal  instance variable  Computer Programming  recursion  java (software platform)  modular programming  crt0  abstract data type computer-science software-development,0.1271,0.1042
32,Olivia Clark,Graphics Programmer,Computer Graphics,9,Creative Programming for Digital Media & Mobile Apps,3.6,0.72,Advanced,physics engine  ordered pair  physics  Javascript  java (software platform)  mobile app  creative coding  Computer Programming  porting  game engine computer-science software-development,0.1291,0.093
32,Olivia Clark,Graphics Programmer,Computer Graphics,10,Computational Geometry,3.3,0.66,Advanced,graphs  Computer Graphics  monotone polygon  Geometry  search tree  convex hull  Algorithms  sweep line algorithm  range tree  nielsen ratings computer-science algorithms,0.127,0.0838
35,Elizabeth Williams,Mobile App Developer,Mobile App Development,1,Multiplatform Mobile App Development with React Native,4.3,0.86,Intermediate,React (web framework)  node.js  Mobile Development  Android Development  web  javascript library  mobile app  Javascript  Web Development  Redux computer-science mobile-and-web-development,0.2834,0.2437
35,Elizabeth Williams,Mobile App Developer,Mobile App Development,2,Build a mobile app with Google Sheets on Glide and no coding,4.5,0.9,Beginner,Accounting  blogging  mobile app  page layout  Data Structures  project  dynamic web page  Digital Marketing  personalization  entry point computer-science software-development,0.2595,0.2336
